#ndep: 2897
#depth (km)      Eta_arithmetic          Eta_geometric
  1306.0           1.0000E+00              1.0000E+00
  1307.0           1.0000E+00              1.0000E+00
  1308.0           1.0000E+00              1.0000E+00
  1309.0           1.0000E+00              1.0000E+00
  1310.0           1.0000E+00              1.0000E+00
  1311.0           1.0000E+00              1.0000E+00
  1312.0           1.0000E+00              1.0000E+00
  1313.0           1.0000E+00              1.0000E+00
  1314.0           1.0000E+00              1.0000E+00
  1315.0           1.0000E+00              1.0000E+00
  1316.0           1.0000E+00              1.0000E+00
  1317.0           1.0000E+00              1.0000E+00
  1318.0           1.0000E+00              1.0000E+00
  1319.0           1.0000E+00              1.0000E+00
  1320.0           1.0000E+00              1.0000E+00
  1321.0           1.0000E+00              1.0000E+00
  1322.0           1.0000E+00              1.0000E+00
  1323.0           1.0000E+00              1.0000E+00
  1324.0           1.0000E+00              1.0000E+00
  1325.0           1.0000E+00              1.0000E+00
  1326.0           1.0000E+00              1.0000E+00
  1327.0           1.0000E+00              1.0000E+00
  1328.0           1.0000E+00              1.0000E+00
  1329.0           1.0000E+00              1.0000E+00
  1330.0           1.0000E+00              1.0000E+00
  1331.0           1.0000E+00              1.0000E+00
  1332.0           1.0000E+00              1.0000E+00
  1333.0           1.0000E+00              1.0000E+00
  1334.0           1.0000E+00              1.0000E+00
  1335.0           1.0000E+00              1.0000E+00
  1336.0           1.0000E+00              1.0000E+00
  1337.0           1.0000E+00              1.0000E+00
  1338.0           1.0000E+00              1.0000E+00
  1339.0           1.0000E+00              1.0000E+00
  1340.0           1.0000E+00              1.0000E+00
  1341.0           1.0000E+00              1.0000E+00
  1342.0           1.0000E+00              1.0000E+00
  1343.0           1.0000E+00              1.0000E+00
  1344.0           1.0000E+00              1.0000E+00
  1345.0           1.0000E+00              1.0000E+00
  1346.0           1.0000E+00              1.0000E+00
  1347.0           1.0000E+00              1.0000E+00
  1348.0           1.0000E+00              1.0000E+00
  1349.0           1.0000E+00              1.0000E+00
  1350.0           1.0000E+00              1.0000E+00
  1351.0           1.0000E+00              1.0000E+00
  1352.0           1.0000E+00              1.0000E+00
  1353.0           1.0000E+00              1.0000E+00
  1354.0           1.0000E+00              1.0000E+00
  1355.0           1.0000E+00              1.0000E+00
  1356.0           1.0000E+00              1.0000E+00
  1357.0           1.0000E+00              1.0000E+00
  1358.0           1.0000E+00              1.0000E+00
  1359.0           1.0000E+00              1.0000E+00
  1360.0           1.0000E+00              1.0000E+00
  1361.0           1.0000E+00              1.0000E+00
  1362.0           1.0000E+00              1.0000E+00
  1363.0           1.0000E+00              1.0000E+00
  1364.0           1.0000E+00              1.0000E+00
  1365.0           1.0000E+00              1.0000E+00
  1366.0           1.0000E+00              1.0000E+00
  1367.0           1.0000E+00              1.0000E+00
  1368.0           1.0000E+00              1.0000E+00
  1369.0           1.0000E+00              1.0000E+00
  1370.0           1.0000E+00              1.0000E+00
  1371.0           1.0000E+00              1.0000E+00
  1372.0           1.0000E+00              1.0000E+00
  1373.0           1.0000E+00              1.0000E+00
  1374.0           1.0000E+00              1.0000E+00
  1375.0           1.0000E+00              1.0000E+00
  1376.0           1.0000E+00              1.0000E+00
  1377.0           1.0000E+00              1.0000E+00
  1378.0           1.0000E+00              1.0000E+00
  1379.0           1.0000E+00              1.0000E+00
  1380.0           1.0000E+00              1.0000E+00
  1381.0           1.0000E+00              1.0000E+00
  1382.0           1.0000E+00              1.0000E+00
  1383.0           1.0000E+00              1.0000E+00
  1384.0           1.0000E+00              1.0000E+00
  1385.0           1.0000E+00              1.0000E+00
  1386.0           1.0000E+00              1.0000E+00
  1387.0           1.0000E+00              1.0000E+00
  1388.0           1.0000E+00              1.0000E+00
  1389.0           1.0000E+00              1.0000E+00
  1390.0           1.0000E+00              1.0000E+00
  1391.0           1.0000E+00              1.0000E+00
  1392.0           1.0000E+00              1.0000E+00
  1393.0           1.0000E+00              1.0000E+00
  1394.0           1.0000E+00              1.0000E+00
  1395.0           1.0000E+00              1.0000E+00
  1396.0           1.0000E+00              1.0000E+00
  1397.0           1.0000E+00              1.0000E+00
  1398.0           1.0000E+00              1.0000E+00
  1399.0           1.0000E+00              1.0000E+00
  1400.0           1.0000E+00              1.0000E+00
  1401.0           1.0000E+00              1.0000E+00
  1402.0           1.0000E+00              1.0000E+00
  1403.0           1.0000E+00              1.0000E+00
  1404.0           1.0000E+00              1.0000E+00
  1405.0           1.0000E+00              1.0000E+00
  1406.0           1.0000E+00              1.0000E+00
  1407.0           1.0000E+00              1.0000E+00
  1408.0           1.0000E+00              1.0000E+00
  1409.0           1.0000E+00              1.0000E+00
  1410.0           1.0000E+00              1.0000E+00
  1411.0           1.0000E+00              1.0000E+00
  1412.0           1.0000E+00              1.0000E+00
  1413.0           1.0000E+00              1.0000E+00
  1414.0           1.0000E+00              1.0000E+00
  1415.0           1.0000E+00              1.0000E+00
  1416.0           1.0000E+00              1.0000E+00
  1417.0           1.0000E+00              1.0000E+00
  1418.0           1.0000E+00              1.0000E+00
  1419.0           1.0000E+00              1.0000E+00
  1420.0           1.0000E+00              1.0000E+00
  1421.0           1.0000E+00              1.0000E+00
  1422.0           1.0000E+00              1.0000E+00
  1423.0           1.0000E+00              1.0000E+00
  1424.0           1.0000E+00              1.0000E+00
  1425.0           1.0000E+00              1.0000E+00
  1426.0           1.0000E+00              1.0000E+00
  1427.0           1.0000E+00              1.0000E+00
  1428.0           1.0000E+00              1.0000E+00
  1429.0           1.0000E+00              1.0000E+00
  1430.0           1.0000E+00              1.0000E+00
  1431.0           1.0000E+00              1.0000E+00
  1432.0           1.0000E+00              1.0000E+00
  1433.0           1.0000E+00              1.0000E+00
  1434.0           1.0000E+00              1.0000E+00
  1435.0           1.0000E+00              1.0000E+00
  1436.0           1.0000E+00              1.0000E+00
  1437.0           1.0000E+00              1.0000E+00
  1438.0           1.0000E+00              1.0000E+00
  1439.0           1.0000E+00              1.0000E+00
  1440.0           1.0000E+00              1.0000E+00
  1441.0           1.0000E+00              1.0000E+00
  1442.0           1.0000E+00              1.0000E+00
  1443.0           1.0000E+00              1.0000E+00
  1444.0           1.0000E+00              1.0000E+00
  1445.0           1.0000E+00              1.0000E+00
  1446.0           1.0000E+00              1.0000E+00
  1447.0           1.0000E+00              1.0000E+00
  1448.0           1.0000E+00              1.0000E+00
  1449.0           1.0000E+00              1.0000E+00
  1450.0           1.0000E+00              1.0000E+00
  1451.0           1.0000E+00              1.0000E+00
  1452.0           1.0000E+00              1.0000E+00
  1453.0           1.0000E+00              1.0000E+00
  1454.0           1.0000E+00              1.0000E+00
  1455.0           1.0000E+00              1.0000E+00
  1456.0           1.0000E+00              1.0000E+00
  1457.0           1.0000E+00              1.0000E+00
  1458.0           1.0000E+00              1.0000E+00
  1459.0           1.0000E+00              1.0000E+00
  1460.0           1.0000E+00              1.0000E+00
  1461.0           1.0000E+00              1.0000E+00
  1462.0           1.0000E+00              1.0000E+00
  1463.0           1.0000E+00              1.0000E+00
  1464.0           1.0000E+00              1.0000E+00
  1465.0           1.0000E+00              1.0000E+00
  1466.0           1.0000E+00              1.0000E+00
  1467.0           1.0000E+00              1.0000E+00
  1468.0           1.0000E+00              1.0000E+00
  1469.0           1.0000E+00              1.0000E+00
  1470.0           1.0000E+00              1.0000E+00
  1471.0           1.0000E+00              1.0000E+00
  1472.0           1.0000E+00              1.0000E+00
  1473.0           1.0000E+00              1.0000E+00
  1474.0           1.0000E+00              1.0000E+00
  1475.0           1.0000E+00              1.0000E+00
  1476.0           1.0000E+00              1.0000E+00
  1477.0           1.0000E+00              1.0000E+00
  1478.0           1.0000E+00              1.0000E+00
  1479.0           1.0000E+00              1.0000E+00
  1480.0           1.0000E+00              1.0000E+00
  1481.0           1.0000E+00              1.0000E+00
  1482.0           1.0000E+00              1.0000E+00
  1483.0           1.0000E+00              1.0000E+00
  1484.0           1.0000E+00              1.0000E+00
  1485.0           1.0000E+00              1.0000E+00
  1486.0           1.0000E+00              1.0000E+00
  1487.0           1.0000E+00              1.0000E+00
  1488.0           1.0000E+00              1.0000E+00
  1489.0           1.0000E+00              1.0000E+00
  1490.0           1.0000E+00              1.0000E+00
  1491.0           1.0000E+00              1.0000E+00
  1492.0           1.0000E+00              1.0000E+00
  1493.0           1.0000E+00              1.0000E+00
  1494.0           1.0000E+00              1.0000E+00
  1495.0           1.0000E+00              1.0000E+00
  1496.0           1.0000E+00              1.0000E+00
  1497.0           1.0000E+00              1.0000E+00
  1498.0           1.0000E+00              1.0000E+00
  1499.0           1.0000E+00              1.0000E+00
  1500.0           1.0000E+00              1.0000E+00
  1501.0           1.0000E+00              1.0000E+00
  1502.0           1.0000E+00              1.0000E+00
  1503.0           1.0000E+00              1.0000E+00
  1504.0           1.0000E+00              1.0000E+00
  1505.0           1.0000E+00              1.0000E+00
  1506.0           1.0000E+00              1.0000E+00
  1507.0           1.0000E+00              1.0000E+00
  1508.0           1.0000E+00              1.0000E+00
  1509.0           1.0000E+00              1.0000E+00
  1510.0           1.0000E+00              1.0000E+00
  1511.0           1.0000E+00              1.0000E+00
  1512.0           1.0000E+00              1.0000E+00
  1513.0           1.0000E+00              1.0000E+00
  1514.0           1.0000E+00              1.0000E+00
  1515.0           1.0000E+00              1.0000E+00
  1516.0           1.0000E+00              1.0000E+00
  1517.0           1.0000E+00              1.0000E+00
  1518.0           1.0000E+00              1.0000E+00
  1519.0           1.0000E+00              1.0000E+00
  1520.0           1.0000E+00              1.0000E+00
  1521.0           1.0000E+00              1.0000E+00
  1522.0           1.0000E+00              1.0000E+00
  1523.0           1.0000E+00              1.0000E+00
  1524.0           1.0000E+00              1.0000E+00
  1525.0           1.0000E+00              1.0000E+00
  1526.0           1.0000E+00              1.0000E+00
  1527.0           1.0000E+00              1.0000E+00
  1528.0           1.0000E+00              1.0000E+00
  1529.0           1.0000E+00              1.0000E+00
  1530.0           1.0000E+00              1.0000E+00
  1531.0           1.0000E+00              1.0000E+00
  1532.0           1.0000E+00              1.0000E+00
  1533.0           1.0000E+00              1.0000E+00
  1534.0           1.0000E+00              1.0000E+00
  1535.0           1.0000E+00              1.0000E+00
  1536.0           1.0000E+00              1.0000E+00
  1537.0           1.0000E+00              1.0000E+00
  1538.0           1.0000E+00              1.0000E+00
  1539.0           1.0000E+00              1.0000E+00
  1540.0           1.0000E+00              1.0000E+00
  1541.0           1.0000E+00              1.0000E+00
  1542.0           1.0000E+00              1.0000E+00
  1543.0           1.0000E+00              1.0000E+00
  1544.0           1.0000E+00              1.0000E+00
  1545.0           1.0000E+00              1.0000E+00
  1546.0           1.0000E+00              1.0000E+00
  1547.0           1.0000E+00              1.0000E+00
  1548.0           1.0000E+00              1.0000E+00
  1549.0           1.0000E+00              1.0000E+00
  1550.0           1.0000E+00              1.0000E+00
  1551.0           1.0000E+00              1.0000E+00
  1552.0           1.0000E+00              1.0000E+00
  1553.0           1.0000E+00              1.0000E+00
  1554.0           1.0000E+00              1.0000E+00
  1555.0           1.0000E+00              1.0000E+00
  1556.0           1.0000E+00              1.0000E+00
  1557.0           1.0000E+00              1.0000E+00
  1558.0           1.0000E+00              1.0000E+00
  1559.0           1.0000E+00              1.0000E+00
  1560.0           1.0000E+00              1.0000E+00
  1561.0           1.0000E+00              1.0000E+00
  1562.0           1.0000E+00              1.0000E+00
  1563.0           1.0000E+00              1.0000E+00
  1564.0           1.0000E+00              1.0000E+00
  1565.0           1.0000E+00              1.0000E+00
  1566.0           1.0000E+00              1.0000E+00
  1567.0           1.0000E+00              1.0000E+00
  1568.0           1.0000E+00              1.0000E+00
  1569.0           1.0000E+00              1.0000E+00
  1570.0           1.0000E+00              1.0000E+00
  1571.0           1.0000E+00              1.0000E+00
  1572.0           1.0000E+00              1.0000E+00
  1573.0           1.0000E+00              1.0000E+00
  1574.0           1.0000E+00              1.0000E+00
  1575.0           1.0000E+00              1.0000E+00
  1576.0           1.0000E+00              1.0000E+00
  1577.0           1.0000E+00              1.0000E+00
  1578.0           1.0000E+00              1.0000E+00
  1579.0           1.0000E+00              1.0000E+00
  1580.0           1.0000E+00              1.0000E+00
  1581.0           1.0000E+00              1.0000E+00
  1582.0           1.0000E+00              1.0000E+00
  1583.0           1.0000E+00              1.0000E+00
  1584.0           1.0000E+00              1.0000E+00
  1585.0           1.0000E+00              1.0000E+00
  1586.0           1.0000E+00              1.0000E+00
  1587.0           1.0000E+00              1.0000E+00
  1588.0           1.0000E+00              1.0000E+00
  1589.0           1.0000E+00              1.0000E+00
  1590.0           1.0000E+00              1.0000E+00
  1591.0           1.0000E+00              1.0000E+00
  1592.0           1.0000E+00              1.0000E+00
  1593.0           1.0000E+00              1.0000E+00
  1594.0           1.0000E+00              1.0000E+00
  1595.0           1.0000E+00              1.0000E+00
  1596.0           1.0000E+00              1.0000E+00
  1597.0           1.0000E+00              1.0000E+00
  1598.0           1.0000E+00              1.0000E+00
  1599.0           1.0000E+00              1.0000E+00
  1600.0           1.0000E+00              1.0000E+00
  1601.0           1.0000E+00              1.0000E+00
  1602.0           1.0000E+00              1.0000E+00
  1603.0           1.0000E+00              1.0000E+00
  1604.0           1.0000E+00              1.0000E+00
  1605.0           1.0000E+00              1.0000E+00
  1606.0           1.0000E+00              1.0000E+00
  1607.0           1.0000E+00              1.0000E+00
  1608.0           1.0000E+00              1.0000E+00
  1609.0           1.0000E+00              1.0000E+00
  1610.0           1.0000E+00              1.0000E+00
  1611.0           1.0000E+00              1.0000E+00
  1612.0           1.0000E+00              1.0000E+00
  1613.0           1.0000E+00              1.0000E+00
  1614.0           1.0000E+00              1.0000E+00
  1615.0           1.0000E+00              1.0000E+00
  1616.0           1.0000E+00              1.0000E+00
  1617.0           1.0000E+00              1.0000E+00
  1618.0           1.0000E+00              1.0000E+00
  1619.0           1.0000E+00              1.0000E+00
  1620.0           1.0000E+00              1.0000E+00
  1621.0           1.0000E+00              1.0000E+00
  1622.0           1.0000E+00              1.0000E+00
  1623.0           1.0000E+00              1.0000E+00
  1624.0           1.0000E+00              1.0000E+00
  1625.0           1.0000E+00              1.0000E+00
  1626.0           1.0000E+00              1.0000E+00
  1627.0           1.0000E+00              1.0000E+00
  1628.0           1.0000E+00              1.0000E+00
  1629.0           1.0000E+00              1.0000E+00
  1630.0           1.0000E+00              1.0000E+00
  1631.0           1.0000E+00              1.0000E+00
  1632.0           1.0000E+00              1.0000E+00
  1633.0           1.0000E+00              1.0000E+00
  1634.0           1.0000E+00              1.0000E+00
  1635.0           1.0000E+00              1.0000E+00
  1636.0           1.0000E+00              1.0000E+00
  1637.0           1.0000E+00              1.0000E+00
  1638.0           1.0000E+00              1.0000E+00
  1639.0           1.0000E+00              1.0000E+00
  1640.0           1.0000E+00              1.0000E+00
  1641.0           1.0000E+00              1.0000E+00
  1642.0           1.0000E+00              1.0000E+00
  1643.0           1.0000E+00              1.0000E+00
  1644.0           1.0000E+00              1.0000E+00
  1645.0           1.0000E+00              1.0000E+00
  1646.0           1.0000E+00              1.0000E+00
  1647.0           1.0000E+00              1.0000E+00
  1648.0           1.0000E+00              1.0000E+00
  1649.0           1.0000E+00              1.0000E+00
  1650.0           1.0000E+00              1.0000E+00
  1651.0           1.0000E+00              1.0000E+00
  1652.0           1.0000E+00              1.0000E+00
  1653.0           1.0000E+00              1.0000E+00
  1654.0           1.0000E+00              1.0000E+00
  1655.0           1.0000E+00              1.0000E+00
  1656.0           1.0000E+00              1.0000E+00
  1657.0           1.0000E+00              1.0000E+00
  1658.0           1.0000E+00              1.0000E+00
  1659.0           1.0000E+00              1.0000E+00
  1660.0           1.0000E+00              1.0000E+00
  1661.0           1.0000E+00              1.0000E+00
  1662.0           1.0000E+00              1.0000E+00
  1663.0           1.0000E+00              1.0000E+00
  1664.0           1.0000E+00              1.0000E+00
  1665.0           1.0000E+00              1.0000E+00
  1666.0           1.0000E+00              1.0000E+00
  1667.0           1.0000E+00              1.0000E+00
  1668.0           1.0000E+00              1.0000E+00
  1669.0           1.0000E+00              1.0000E+00
  1670.0           1.0000E+00              1.0000E+00
  1671.0           1.0000E+00              1.0000E+00
  1672.0           1.0000E+00              1.0000E+00
  1673.0           1.0000E+00              1.0000E+00
  1674.0           1.0000E+00              1.0000E+00
  1675.0           1.0000E+00              1.0000E+00
  1676.0           1.0000E+00              1.0000E+00
  1677.0           1.0000E+00              1.0000E+00
  1678.0           1.0000E+00              1.0000E+00
  1679.0           1.0000E+00              1.0000E+00
  1680.0           1.0000E+00              1.0000E+00
  1681.0           1.0000E+00              1.0000E+00
  1682.0           1.0000E+00              1.0000E+00
  1683.0           1.0000E+00              1.0000E+00
  1684.0           1.0000E+00              1.0000E+00
  1685.0           1.0000E+00              1.0000E+00
  1686.0           1.0000E+00              1.0000E+00
  1687.0           1.0000E+00              1.0000E+00
  1688.0           1.0000E+00              1.0000E+00
  1689.0           1.0000E+00              1.0000E+00
  1690.0           1.0000E+00              1.0000E+00
  1691.0           1.0000E+00              1.0000E+00
  1692.0           1.0000E+00              1.0000E+00
  1693.0           1.0000E+00              1.0000E+00
  1694.0           1.0000E+00              1.0000E+00
  1695.0           1.0000E+00              1.0000E+00
  1696.0           1.0000E+00              1.0000E+00
  1697.0           1.0000E+00              1.0000E+00
  1698.0           1.0000E+00              1.0000E+00
  1699.0           1.0000E+00              1.0000E+00
  1700.0           1.0000E+00              1.0000E+00
  1701.0           1.0000E+00              1.0000E+00
  1702.0           1.0000E+00              1.0000E+00
  1703.0           1.0000E+00              1.0000E+00
  1704.0           1.0000E+00              1.0000E+00
  1705.0           1.0000E+00              1.0000E+00
  1706.0           1.0000E+00              1.0000E+00
  1707.0           1.0000E+00              1.0000E+00
  1708.0           1.0000E+00              1.0000E+00
  1709.0           1.0000E+00              1.0000E+00
  1710.0           1.0000E+00              1.0000E+00
  1711.0           1.0000E+00              1.0000E+00
  1712.0           1.0000E+00              1.0000E+00
  1713.0           1.0000E+00              1.0000E+00
  1714.0           1.0000E+00              1.0000E+00
  1715.0           1.0000E+00              1.0000E+00
  1716.0           1.0000E+00              1.0000E+00
  1717.0           1.0000E+00              1.0000E+00
  1718.0           1.0000E+00              1.0000E+00
  1719.0           1.0000E+00              1.0000E+00
  1720.0           1.0000E+00              1.0000E+00
  1721.0           1.0000E+00              1.0000E+00
  1722.0           1.0000E+00              1.0000E+00
  1723.0           1.0000E+00              1.0000E+00
  1724.0           1.0000E+00              1.0000E+00
  1725.0           1.0000E+00              1.0000E+00
  1726.0           1.0000E+00              1.0000E+00
  1727.0           1.0000E+00              1.0000E+00
  1728.0           1.0000E+00              1.0000E+00
  1729.0           1.0000E+00              1.0000E+00
  1730.0           1.0000E+00              1.0000E+00
  1731.0           1.0000E+00              1.0000E+00
  1732.0           1.0000E+00              1.0000E+00
  1733.0           1.0000E+00              1.0000E+00
  1734.0           1.0000E+00              1.0000E+00
  1735.0           1.0000E+00              1.0000E+00
  1736.0           1.0000E+00              1.0000E+00
  1737.0           1.0000E+00              1.0000E+00
  1738.0           1.0000E+00              1.0000E+00
  1739.0           1.0000E+00              1.0000E+00
  1740.0           1.0000E+00              1.0000E+00
  1741.0           1.0000E+00              1.0000E+00
  1742.0           1.0000E+00              1.0000E+00
  1743.0           1.0000E+00              1.0000E+00
  1744.0           1.0000E+00              1.0000E+00
  1745.0           1.0000E+00              1.0000E+00
  1746.0           1.0000E+00              1.0000E+00
  1747.0           1.0000E+00              1.0000E+00
  1748.0           1.0000E+00              1.0000E+00
  1749.0           1.0000E+00              1.0000E+00
  1750.0           1.0000E+00              1.0000E+00
  1751.0           1.0000E+00              1.0000E+00
  1752.0           1.0000E+00              1.0000E+00
  1753.0           1.0000E+00              1.0000E+00
  1754.0           1.0000E+00              1.0000E+00
  1755.0           1.0000E+00              1.0000E+00
  1756.0           1.0000E+00              1.0000E+00
  1757.0           1.0000E+00              1.0000E+00
  1758.0           1.0000E+00              1.0000E+00
  1759.0           1.0000E+00              1.0000E+00
  1760.0           1.0000E+00              1.0000E+00
  1761.0           1.0000E+00              1.0000E+00
  1762.0           1.0000E+00              1.0000E+00
  1763.0           1.0000E+00              1.0000E+00
  1764.0           1.0000E+00              1.0000E+00
  1765.0           1.0000E+00              1.0000E+00
  1766.0           1.0000E+00              1.0000E+00
  1767.0           1.0000E+00              1.0000E+00
  1768.0           1.0000E+00              1.0000E+00
  1769.0           1.0000E+00              1.0000E+00
  1770.0           1.0000E+00              1.0000E+00
  1771.0           1.0000E+00              1.0000E+00
  1772.0           1.0000E+00              1.0000E+00
  1773.0           1.0000E+00              1.0000E+00
  1774.0           1.0000E+00              1.0000E+00
  1775.0           1.0000E+00              1.0000E+00
  1776.0           1.0000E+00              1.0000E+00
  1777.0           1.0000E+00              1.0000E+00
  1778.0           1.0000E+00              1.0000E+00
  1779.0           1.0000E+00              1.0000E+00
  1780.0           1.0000E+00              1.0000E+00
  1781.0           1.0000E+00              1.0000E+00
  1782.0           1.0000E+00              1.0000E+00
  1783.0           1.0000E+00              1.0000E+00
  1784.0           1.0000E+00              1.0000E+00
  1785.0           1.0000E+00              1.0000E+00
  1786.0           1.0000E+00              1.0000E+00
  1787.0           1.0000E+00              1.0000E+00
  1788.0           1.0000E+00              1.0000E+00
  1789.0           1.0000E+00              1.0000E+00
  1790.0           1.0000E+00              1.0000E+00
  1791.0           1.0000E+00              1.0000E+00
  1792.0           1.0000E+00              1.0000E+00
  1793.0           1.0000E+00              1.0000E+00
  1794.0           1.0000E+00              1.0000E+00
  1795.0           1.0000E+00              1.0000E+00
  1796.0           1.0000E+00              1.0000E+00
  1797.0           1.0000E+00              1.0000E+00
  1798.0           1.0000E+00              1.0000E+00
  1799.0           1.0000E+00              1.0000E+00
  1800.0           1.0000E+00              1.0000E+00
  1801.0           1.0000E+00              1.0000E+00
  1802.0           1.0000E+00              1.0000E+00
  1803.0           1.0000E+00              1.0000E+00
  1804.0           1.0000E+00              1.0000E+00
  1805.0           1.0000E+00              1.0000E+00
  1806.0           1.0000E+00              1.0000E+00
  1807.0           1.0000E+00              1.0000E+00
  1808.0           1.0000E+00              1.0000E+00
  1809.0           1.0000E+00              1.0000E+00
  1810.0           1.0000E+00              1.0000E+00
  1811.0           1.0000E+00              1.0000E+00
  1812.0           1.0000E+00              1.0000E+00
  1813.0           1.0000E+00              1.0000E+00
  1814.0           1.0000E+00              1.0000E+00
  1815.0           1.0000E+00              1.0000E+00
  1816.0           1.0000E+00              1.0000E+00
  1817.0           1.0000E+00              1.0000E+00
  1818.0           1.0000E+00              1.0000E+00
  1819.0           1.0000E+00              1.0000E+00
  1820.0           1.0000E+00              1.0000E+00
  1821.0           1.0000E+00              1.0000E+00
  1822.0           1.0000E+00              1.0000E+00
  1823.0           1.0000E+00              1.0000E+00
  1824.0           1.0000E+00              1.0000E+00
  1825.0           1.0000E+00              1.0000E+00
  1826.0           1.0000E+00              1.0000E+00
  1827.0           1.0000E+00              1.0000E+00
  1828.0           1.0000E+00              1.0000E+00
  1829.0           1.0000E+00              1.0000E+00
  1830.0           1.0000E+00              1.0000E+00
  1831.0           1.0000E+00              1.0000E+00
  1832.0           1.0000E+00              1.0000E+00
  1833.0           1.0000E+00              1.0000E+00
  1834.0           1.0000E+00              1.0000E+00
  1835.0           1.0000E+00              1.0000E+00
  1836.0           1.0000E+00              1.0000E+00
  1837.0           1.0000E+00              1.0000E+00
  1838.0           1.0000E+00              1.0000E+00
  1839.0           1.0000E+00              1.0000E+00
  1840.0           1.0000E+00              1.0000E+00
  1841.0           1.0000E+00              1.0000E+00
  1842.0           1.0000E+00              1.0000E+00
  1843.0           1.0000E+00              1.0000E+00
  1844.0           1.0000E+00              1.0000E+00
  1845.0           1.0000E+00              1.0000E+00
  1846.0           1.0000E+00              1.0000E+00
  1847.0           1.0000E+00              1.0000E+00
  1848.0           1.0000E+00              1.0000E+00
  1849.0           1.0000E+00              1.0000E+00
  1850.0           1.0000E+00              1.0000E+00
  1851.0           1.0000E+00              1.0000E+00
  1852.0           1.0000E+00              1.0000E+00
  1853.0           1.0000E+00              1.0000E+00
  1854.0           1.0000E+00              1.0000E+00
  1855.0           1.0000E+00              1.0000E+00
  1856.0           1.0000E+00              1.0000E+00
  1857.0           1.0000E+00              1.0000E+00
  1858.0           1.0000E+00              1.0000E+00
  1859.0           1.0000E+00              1.0000E+00
  1860.0           1.0000E+00              1.0000E+00
  1861.0           1.0000E+00              1.0000E+00
  1862.0           1.0000E+00              1.0000E+00
  1863.0           1.0000E+00              1.0000E+00
  1864.0           1.0000E+00              1.0000E+00
  1865.0           1.0000E+00              1.0000E+00
  1866.0           1.0000E+00              1.0000E+00
  1867.0           1.0000E+00              1.0000E+00
  1868.0           1.0000E+00              1.0000E+00
  1869.0           1.0000E+00              1.0000E+00
  1870.0           1.0000E+00              1.0000E+00
  1871.0           1.0000E+00              1.0000E+00
  1872.0           1.0000E+00              1.0000E+00
  1873.0           1.0000E+00              1.0000E+00
  1874.0           1.0000E+00              1.0000E+00
  1875.0           1.0000E+00              1.0000E+00
  1876.0           1.0000E+00              1.0000E+00
  1877.0           1.0000E+00              1.0000E+00
  1878.0           1.0000E+00              1.0000E+00
  1879.0           1.0000E+00              1.0000E+00
  1880.0           1.0000E+00              1.0000E+00
  1881.0           1.0000E+00              1.0000E+00
  1882.0           1.0000E+00              1.0000E+00
  1883.0           1.0000E+00              1.0000E+00
  1884.0           1.0000E+00              1.0000E+00
  1885.0           1.0000E+00              1.0000E+00
  1886.0           1.0000E+00              1.0000E+00
  1887.0           1.0000E+00              1.0000E+00
  1888.0           1.0000E+00              1.0000E+00
  1889.0           1.0000E+00              1.0000E+00
  1890.0           1.0000E+00              1.0000E+00
  1891.0           1.0000E+00              1.0000E+00
  1892.0           1.0000E+00              1.0000E+00
  1893.0           1.0000E+00              1.0000E+00
  1894.0           1.0000E+00              1.0000E+00
  1895.0           1.0000E+00              1.0000E+00
  1896.0           1.0000E+00              1.0000E+00
  1897.0           1.0000E+00              1.0000E+00
  1898.0           1.0000E+00              1.0000E+00
  1899.0           1.0000E+00              1.0000E+00
  1900.0           1.0000E+00              1.0000E+00
  1901.0           1.0000E+00              1.0000E+00
  1902.0           1.0000E+00              1.0000E+00
  1903.0           1.0000E+00              1.0000E+00
  1904.0           1.0000E+00              1.0000E+00
  1905.0           1.0000E+00              1.0000E+00
  1906.0           1.0000E+00              1.0000E+00
  1907.0           1.0000E+00              1.0000E+00
  1908.0           1.0000E+00              1.0000E+00
  1909.0           1.0000E+00              1.0000E+00
  1910.0           1.0000E+00              1.0000E+00
  1911.0           1.0000E+00              1.0000E+00
  1912.0           1.0000E+00              1.0000E+00
  1913.0           1.0000E+00              1.0000E+00
  1914.0           1.0000E+00              1.0000E+00
  1915.0           1.0000E+00              1.0000E+00
  1916.0           1.0000E+00              1.0000E+00
  1917.0           1.0000E+00              1.0000E+00
  1918.0           1.0000E+00              1.0000E+00
  1919.0           1.0000E+00              1.0000E+00
  1920.0           1.0000E+00              1.0000E+00
  1921.0           1.0000E+00              1.0000E+00
  1922.0           1.0000E+00              1.0000E+00
  1923.0           1.0000E+00              1.0000E+00
  1924.0           1.0000E+00              1.0000E+00
  1925.0           1.0000E+00              1.0000E+00
  1926.0           1.0000E+00              1.0000E+00
  1927.0           1.0000E+00              1.0000E+00
  1928.0           1.0000E+00              1.0000E+00
  1929.0           1.0000E+00              1.0000E+00
  1930.0           1.0000E+00              1.0000E+00
  1931.0           1.0000E+00              1.0000E+00
  1932.0           1.0000E+00              1.0000E+00
  1933.0           1.0000E+00              1.0000E+00
  1934.0           1.0000E+00              1.0000E+00
  1935.0           1.0000E+00              1.0000E+00
  1936.0           1.0000E+00              1.0000E+00
  1937.0           1.0000E+00              1.0000E+00
  1938.0           1.0000E+00              1.0000E+00
  1939.0           1.0000E+00              1.0000E+00
